Titre,Localisation,Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
volkswagen,"Hay Salam, Meknès",120 000 DH,2008,Manuelle,Diesel,40 000 - 44 999,Volkswagen,Passat,5.0,,,8 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mercedes-Benz 190D 2.5,"Issabanen, Nador",58 000 DH,1990,Manuelle,Diesel,250 000 - 299 999,Mercedes-Benz,190,5.0,Dédouanée,Non,11 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Kia K5 Hybride Automatique 2022 à Casablanca,"Sidi Bernoussi, Casablanca",355 000 DH,2022,Automatique,Hybride,40 000 - 44 999,Kia,K5,5.0,WW au Maroc,Non,11 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hyundai tucson model 2020 full option,"Autre secteur, Tanger",289 000 DH,2020,Automatique,Diesel,140 000 - 149 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
KIA CARENS / 7 PLACES,"Centre ville, Tétouan",85 000 DH,2010,Manuelle,Diesel,190 000 - 199 999,Kia,Carens,5.0,WW au Maroc,Non,8 CV,Très bon,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True
KIA CARENS - 7 Places,"Branes 1, Tanger",80 000 DH,2010,Manuelle,Diesel,190 000 - 199 999,Kia,Carens,5.0,WW au Maroc,Non,8 CV,Très bon,True,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True
renault kangoo,"Sidi Bouzekri, Meknès",72 000 DH,2011,Manuelle,Diesel,200 000 - 249 999,Renault,Kangoo,5.0,WW au Maroc,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mégane,"Toute la ville, Azilal",52 000 DH,2003,Manuelle,Diesel,250 000 - 299 999,Renault,Megane,5.0,WW au Maroc,Non,7 CV,Bon,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False
Mercedes GLK,"Toute la ville, Taourirt",180 000 DH,2012,Automatique,Diesel,200 000 - 249 999,Mercedes-Benz,220,5.0,Dédouanée,Non,9 CV,Bon,True,True,False,False,True,False,True,True,True,True,True,True,True,False,False,True
Grand i10 2023 automatique,"Toute la ville, Marchouch",137 000 DH,2023,Automatique,Essence,65 000 - 69 999,Hyundai,i10,5.0,,Oui,6 CV,Très bon,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True
Chevrolet optra,"Toute la ville, Missour",35 000 DH,2004,Manuelle,Essence,25 000 - 29 999,Chevrolet,Optra,5.0,WW au Maroc,Oui,9 CV,Très bon,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Mercedes-Benz Classe C Diesel Automatique 2019,"Centre Ville, Nador",450 000 DH,2019,Automatique,Diesel,15 000 - 19 999,Mercedes-Benz,Classe C,5.0,Dédouanée,Non,8 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Ford Focus Diesel Manuelle 2016 à Berrechid,"Toute la ville, Berrechid",145 000 DH,2016,Manuelle,Diesel,120 000 - 129 999,Ford,Focus,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,True
opel grandlandX,"Ain Sebaa, Casablanca",195 000 DH,2019,Manuelle,Diesel,150 000 - 159 999,Opel,Grandland,,WW au Maroc,Oui,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nissan Juke Modèle 2017 1ère main,"Route de Ceuta, Tétouan",135 000 DH,2017,Manuelle,Diesel,170 000 - 179 999,Nissan,Juke,5.0,WW au Maroc,Oui,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hyundai Tucson Diesel  2007,"Bouargane, Agadir",82 000 DH,2007,Manuelle,Diesel,250 000 - 299 999,Hyundai,Tucson,5.0,Dédouanée,Non,8 CV,Très bon,True,True,True,False,True,False,True,True,False,False,True,True,False,False,True,True
Kia Sorento Diesel Automatique 2021 à Casablanca,"Sidi Bernoussi, Casablanca",375 000 DH,2021,Automatique,Diesel,35 000 - 39 999,Kia,Sorento,5.0,WW au Maroc,Non,9 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Peugeot 208 Modèle 2021,"Route de Ceuta, Tétouan",149 000 DH,2021,Manuelle,Diesel,50 000 - 54 999,Peugeot,208,5.0,WW au Maroc,Oui,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kia Sorento Diesel Automatique 2022 à Casablanca,"Sidi Bernoussi, Casablanca",440 000 DH,2022,Automatique,Diesel,30 000 - 34 999,Kia,Sorento,5.0,WW au Maroc,Non,9 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Kia Carens Diesel Manuelle 2023 à Casablanca,"Sidi Bernoussi, Casablanca",232 999 DH,2023,Manuelle,Diesel,15 000 - 19 999,Kia,Carens,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True
Kia Sportage Diesel Automatique 2022 à Casablanca,"Sidi Bernoussi, Casablanca",377 000 DH,2022,Automatique,Diesel,40 000 - 44 999,Kia,Sportage,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Kia Carnival Diesel Automatique 2022 à Casablanca,"Sidi Bernoussi, Casablanca",375 000 DH,2022,Automatique,Diesel,75 000 - 79 999,Kia,Carnival,5.0,WW au Maroc,Non,9 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Kia Seltos Diesel Automatique 2023 à Casablanca,"Sidi Bernoussi, Casablanca",255 000 DH,2023,Automatique,Diesel,25 000 - 29 999,Kia,Seltos,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
Kia Niro Hybride Automatique 2023 à Casablanca,"Sidi Bernoussi, Casablanca",325 000 DH,2023,Automatique,Hybride,20 000 - 24 999,Kia,Niro,5.0,WW au Maroc,Non,9 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Kia Ceed Diesel Manuelle 2020 à Casablanca,"Sidi Bernoussi, Casablanca",208 999 DH,2020,Manuelle,Diesel,35 000 - 39 999,Kia,Ceed,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True
Renault Captur Diesel Automatique 2019,"Sidi Bernoussi, الدار البيضاء",184 998 DH,2019,Automatique,Diesel,90 000 - 94 999,Renault,Captur,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
Hyundai Santa Fe Diesel Automatique 2021,"Sidi Bernoussi, Casablanca",325 000 DH,2021,Automatique,Diesel,60 000 - 64 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Kia Carnival Diesel Automatique 2022 à Casablanca,"Sidi Bernoussi, Casablanca",375 000 DH,2022,Automatique,Diesel,85 000 - 89 999,Kia,Carnival,5.0,WW au Maroc,Non,9 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Mercedes-Benz Classe GLC Diesel Automatique 2019,"Toute la ville, Béni Mellal",640 000 DH,2019,Automatique,Diesel,90 000 - 94 999,Mercedes-Benz,Classe GLC,5.0,Importée neuve,Non,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
mercedes benz 220 cdi eleguance,"Maihta, Taroudant",95 000 DH,2006,Manuelle,Diesel,250 000 - 299 999,Mercedes-Benz,220,5.0,Dédouanée,Non,9 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nissan Qashqai Diesel Manuelle 2018 à Casablanca,"Ain Sebaa, Casablanca",188 000 DH,2018,Manuelle,Diesel,120 000 - 129 999,Nissan,Qashqai,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
Fiat 500 Essence Automatique 2019 à Casablanca,"Maarif, Casablanca",119 000 DH,2019,Automatique,Essence,55 000 - 59 999,Fiat,500,3.0,,Non,7 CV,Très bon,True,True,False,False,True,True,True,False,True,False,True,False,False,False,True,True
Toyota Verso Diesel Manuelle 2013 à Laâyoune,"Toute la ville, Laâyoune",115 000 DH,2013,Manuelle,Diesel,200 000 - 249 999,Toyota,Verso,5.0,,,8 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Audi A5 Diesel 2017 à Casablanca modèle restylé,"Maarif, Casablanca",290 000 DH,2017,Automatique,Diesel,200 000 - 249 999,Audi,A5,5.0,WW au Maroc,Non,8 CV,Très bon,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True
Nissan Qashqai Diesel Automatique 2019,"Toute la ville, Sidi Bennour",195 000 DH,2019,Automatique,Diesel,130 000 - 139 999,Nissan,Qashqai,5.0,,,6 CV,Excellent,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True
Essence Automatique 2011 à Casablanca,"Ain Sebaa, Casablanca",70 000 DH,2011,Automatique,Essence,0 - 4 999,Honda,Accord,5.0,WW au Maroc,Oui,11 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
honda crv n9iya,"Route Ain Chkaf, Fès",89 000 DH,2007,Manuelle,Diesel,200 000 - 249 999,Honda,CR-V,5.0,WW au Maroc,Non,9 CV,Excellent,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True
clio 4   model 2018,"Bournazil, Casablanca",105 000 DH,2018,Manuelle,Diesel,170 000 - 179 999,Renault,Clio,5.0,WW au Maroc,Non,6 CV,Bon,True,True,True,False,True,True,False,True,True,False,True,False,True,False,True,False
BMW Série 3 320D 2019,"Autre secteur, Mohammedia",320 000 DH,2019,Automatique,Diesel,170 000 - 179 999,BMW,Série 3,5.0,WW au Maroc,Oui,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Citroen C3,"Ain Laatris, Skhirat",42 000 DH,2004,Manuelle,Essence,190 000 - 199 999,Citroen,C3,5.0,WW au Maroc,Non,6 CV,Bon,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True
Renault Express 12/2021,"Narjis, Fès",113 000 DH,2021,Manuelle,Diesel,85 000 - 89 999,Renault,Express,5.0,WW au Maroc,Oui,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
docker 2015,"Toute la ville, Midelt",108 000 DH,2015,Manuelle,Diesel,250 000 - 299 999,Dacia,Dokker,5.0,Pas encore dédouanée,Non,6 CV,Excellent,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Volkswagen Polo 6R très bon état,"Aharrarine, Tanger",90 000 DH,2012,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Polo,5.0,WW au Maroc,Non,5 CV,Excellent,False,True,True,True,True,False,True,False,True,False,False,True,True,False,False,True
WV Tiguan 2020 2.0 tdi 150cv,"Toute la ville, Berrechid",270 000 DH,2020,Manuelle,Diesel,110 000 - 119 999,Volkswagen,Tiguan,5.0,Pas encore dédouanée,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
Volkswagen Polo Diesel Manuelle 2004 à Agadir,"Hay Salam, Agadir",57 500 DH,2004,Manuelle,Diesel,300 000 - 349 999,Volkswagen,Polo,5.0,Dédouanée,Non,8 CV,Très bon,False,True,False,True,True,False,True,False,True,True,False,True,False,False,True,True
Volkswagen Polo Diesel Manuelle 2004 à Agadir,"Hay Salam, Agadir",57 500 DH,2004,Manuelle,Diesel,300 000 - 349 999,Volkswagen,Polo,5.0,Dédouanée,Non,8 CV,Très bon,False,True,False,True,True,False,True,False,True,True,False,True,False,False,True,True
Peugeot 208 Diesel Manuelle 2020 à Tanger,"Jirrari, Tanger",130 000 DH,2020,Manuelle,Diesel,180 000 - 189 999,Peugeot,208,5.0,WW au Maroc,Non,6 CV,Bon,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True
tiguan 2020,"Centre ville, Tanger",320 000 DH,2020,Automatique,Diesel,90 000 - 94 999,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Toyota RAV 4,"Dar El Lhamra, Salé",43 000 DH,2002,Manuelle,Essence,100 000 - 109 999,Toyota,RAV 4,5.0,WW au Maroc,Non,11 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hyundai i 30 Diesel Manuelle 2018 à Nador,"Al aroui, Nador",158 000 DH,2018,Manuelle,Diesel,120 000 - 129 999,Hyundai,i30,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True
Mercedes-Benz Classe C Diesel Automatique 2016,"Wislane, Meknès",325 000 DH,2016,Automatique,Diesel,200 000 - 249 999,Mercedes-Benz,Classe C,5.0,Dédouanée,Non,9 CV,Excellent,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
fiat ducatto maxi,"Agdal, Fès",270 000 DH,2023,Manuelle,Diesel,50 000 - 54 999,Fiat,Ducato,3.0,WW au Maroc,Oui,8 CV,Excellent,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True
clio 4 très bon état,"Hay el Fath, Rabat",119 000 DH,2019,Manuelle,Diesel,110 000 - 119 999,Renault,Clio,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True,True
Fiat Fiorino Diesel Manuelle 2019 à Casablanca,"Ain Sebaa, Casablanca",95 000 DH,2019,Manuelle,Diesel,160 000 - 169 999,Fiat,Fiorino,5.0,WW au Maroc,Oui,5 CV,Très bon,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True
Dacia Dokker Diesel Manuelle 2016 à Taounate,"Toute la ville, Taounate",90 000 DH,2016,Manuelle,Diesel,180 000 - 189 999,Dacia,Dokker,5.0,Pas encore dédouanée,Non,6 CV,Très bon,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False
Renault Mégane4 Modèle 2019,"Route de Ceuta, Tétouan",168 000 DH,2019,Automatique,Diesel,140 000 - 149 999,Renault,Megane,5.0,WW au Maroc,Oui,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
سيارة في حالة جيدة,"Lissasfa, Casablanca",270 000 DH,2021,Manuelle,Essence,70 000 - 74 999,Ford,Kuga,5.0,WW au Maroc,Oui,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hyundai i 30 Diesel Manuelle 2018 à Meknès,"Wislane, Meknès",158 000 DH,2018,Manuelle,Diesel,120 000 - 129 999,Hyundai,i30,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True
Dacia Sandero Modèle 2023 1ère main,"Route de Ceuta, Tétouan",153 000 DH,2023,Manuelle,Diesel,35 000 - 39 999,Dacia,Sandero,5.0,WW au Maroc,Oui,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
caddy automatique,"Toute la ville, Settat",140 000 DH,2016,Automatique,Diesel,200 000 - 249 999,Volkswagen,Caddy,5.0,Dédouanée,,6 CV,Excellent,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,True
Dacia Duster,"Centre ville, Tanger",218 000 DH,2022,Automatique,Diesel,50 000 - 54 999,Dacia,Duster,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
clio 4 intense Modèle 2014 1ère main,"Route de Ceuta, Tétouan",108 000 DH,2014,Manuelle,Diesel,180 000 - 189 999,Renault,Clio,5.0,WW au Maroc,Oui,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Citroen C3 Diesel Manuelle 2017 à Rabat,"Souissi, Rabat",120 000 DH,2017,Manuelle,Diesel,85 000 - 89 999,Citroen,C3,5.0,WW au Maroc,Oui,5 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
سيارة سيينا للبيع نقية موديل 2002,"Narjis, Fès",33 000 DH,2002,Manuelle,Diesel,200 000 - 249 999,Fiat,Siena,5.0,WW au Maroc,Non,6 CV,Excellent,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Mercedes-Benz Classe C Diesel Automatique 2017,"Aïn Chock, Casablanca",350 000 DH,2017,Automatique,Diesel,85 000 - 89 999,Mercedes-Benz,Classe C,5.0,Importée neuve,Oui,9 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
renault mégane,"Arset Moulay Bouaazza, Marrakech",125 000 DH,2019,Manuelle,Diesel,100 000 - 109 999,Renault,Megane,5.0,WW au Maroc,Oui,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VW touareg 2015,"Bouaakkaz, Marrakech",160 000 DH,2015,Automatique,Diesel,250 000 - 299 999,Volkswagen,Touareg,5.0,WW au Maroc,Oui,12 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
Volvo V40 D2,"Oued Fès, Fès",145 000 DH,2015,Automatique,Diesel,140 000 - 149 999,Volvo,V40,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True
Suzuki Alto Essence Manuelle 2007 à Casablanca,"Bournazil, Casablanca",40 000 DH,2007,Manuelle,Essence,95 000 - 99 999,Suzuki,Alto,5.0,WW au Maroc,Non,4 CV,Excellent,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Dacia Duster Diesel Automatique 2020 à El Jadida,"Plateau, El Jadida",180 000 DH,2020,Automatique,Diesel,120 000 - 129 999,Dacia,Duster,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True
Volvo XC60 Diesel Automatique 2020 à Fès,"Agdal, Fès",338 000 DH,2020,Automatique,Diesel,170 000 - 179 999,Volvo,XC60,5.0,WW au Maroc,Non,8 CV,Bon,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Mercedes-Benz Classe E Diesel Automatique 2020,"Hay Riad, Rabat",390 000 DH,2020,Automatique,Diesel,95 000 - 99 999,Mercedes-Benz,Classe E,5.0,WW au Maroc,Oui,8 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
renault talisman,"Centre Ville, Oujda",222 000 DH,2021,Automatique,Diesel,25 000 - 29 999,Renault,Talisman,5.0,WW au Maroc,Oui,6 CV,Neuf,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Fiat doblo,"Centre Ville, Temara",65 000 DH,2015,Manuelle,Diesel,450 000 - 499 999,Fiat,Doblo,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Dacia dokker,"Guich Oudaya, Rabat",118 000 DH,2015,Manuelle,Diesel,0 - 4 999,Dacia,Dokker,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,True,True,False,False,True,False,True,True,False,True,False,True,True
Fiat Bravo,"Bab Fès, Kénitra",600 000 DH,2014,Manuelle,Essence,0 - 4 999,Fiat,Bravo,3.0,WW au Maroc,Non,10 CV,Très bon,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,True
Mitsubishi canter Hd 3.5t,"Centre, El Jadida",295 000 DH,2007,Manuelle,Diesel,200 000 - 249 999,Mitsubishi,Canter,,WW au Maroc,,9 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
